field_name,fcr,publication_count
Built Environment and Design,5.81,2
Built Environment and Design,52.77,1
Built Environment and Design,36.97,1
Built Environment and Design,19.9,3
Built Environment and Design,10.38,1
Built Environment and Design,53.07,1
Built Environment and Design,14.86,1
Built Environment and Design,50.29,1
Built Environment and Design,28.66,1
Built Environment and Design,32.04,2
Built Environment and Design,45.87,1
Built Environment and Design,88.07,1
Built Environment and Design,47.92,1
Built Environment and Design,14.12,1
Built Environment and Design,15.17,1
Built Environment and Design,10.27,1
Built Environment and Design,57.46,1
Built Environment and Design,42.81,1
Built Environment and Design,25.18,1
Built Environment and Design,28.59,1
Built Environment and Design,31.43,2
Built Environment and Design,89.19,1
Built Environment and Design,17.48,1
Built Environment and Design,36.69,1
Built Environment and Design,46.57,1
Built Environment and Design,13.56,1
Built Environment and Design,14.78,1
Built Environment and Design,39.66,1
Built Environment and Design,27.59,1
Built Environment and Design,20.77,1
Built Environment and Design,28.24,1
Built Environment and Design,5.71,1
Built Environment and Design,15.73,1
Built Environment and Design,15.39,1
Built Environment and Design,23.03,1
Built Environment and Design,0.0,10451
Built Environment and Design,5.85,32
Built Environment and Design,16.45,2
Built Environment and Design,0.46,139
Built Environment and Design,0.43,143
Built Environment and Design,1.67,26
Built Environment and Design,9.35,25
Built Environment and Design,2.45,62
Built Environment and Design,4.58,3
Built Environment and Design,1.46,183
Built Environment and Design,6.57,69
Built Environment and Design,0.87,143
Built Environment and Design,15.06,2
Built Environment and Design,0.64,25
Built Environment and Design,1.02,29
Built Environment and Design,1.47,65
Built Environment and Design,6.55,33
Built Environment and Design,3.08,8
Built Environment and Design,7.09,41
Built Environment and Design,2.54,23
Built Environment and Design,2.14,25
Built Environment and Design,2.06,9
Built Environment and Design,0.56,92
Built Environment and Design,0.73,93
Built Environment and Design,2.6,70
Built Environment and Design,6.66,7
Built Environment and Design,0.69,38
Built Environment and Design,7.87,26
Built Environment and Design,1.07,29
Built Environment and Design,3.61,25
Built Environment and Design,5.61,27
Built Environment and Design,0.29,59
Built Environment and Design,4.37,25
Built Environment and Design,160.94,1
Built Environment and Design,2.0,78
Built Environment and Design,6.4,5
Built Environment and Design,3.34,159
Built Environment and Design,6.17,19
Built Environment and Design,0.42,31
Built Environment and Design,2.58,18
Built Environment and Design,6.22,7
Built Environment and Design,3.15,88
Built Environment and Design,4.05,10
Built Environment and Design,12.75,9
Built Environment and Design,7.42,6
Built Environment and Design,11.47,22
Built Environment and Design,35.16,1
Built Environment and Design,9.03,39
Built Environment and Design,0.78,36
Built Environment and Design,8.53,2
Built Environment and Design,9.5,6
Built Environment and Design,50.41,1
Built Environment and Design,24.29,2
Built Environment and Design,15.11,16
Built Environment and Design,3.29,34
Built Environment and Design,8.66,24
Built Environment and Design,4.67,22
Built Environment and Design,45.21,1
Built Environment and Design,10.21,6
Built Environment and Design,14.08,2
Built Environment and Design,5.67,13
Built Environment and Design,5.07,12
Built Environment and Design,11.14,21
Built Environment and Design,9.83,22
Built Environment and Design,8.01,25
Built Environment and Design,16.26,10
Built Environment and Design,11.23,5
Built Environment and Design,2.35,10
Built Environment and Design,11.35,8
Built Environment and Design,16.42,11
Built Environment and Design,6.72,11
Built Environment and Design,19.61,1
Built Environment and Design,3.79,41
Built Environment and Design,3.3,11
Built Environment and Design,3.38,14
Built Environment and Design,17.78,6
Built Environment and Design,9.56,2
Built Environment and Design,9.11,7
Built Environment and Design,2.02,24
Built Environment and Design,11.71,11
Built Environment and Design,11.02,18
Built Environment and Design,6.76,13
Built Environment and Design,2.87,10
Built Environment and Design,8.1,1
Built Environment and Design,2.34,41
Built Environment and Design,2.7,32
Built Environment and Design,8.88,5
Built Environment and Design,25.44,7
Built Environment and Design,4.86,26
Built Environment and Design,5.89,5
Built Environment and Design,2.79,46
Built Environment and Design,9.26,6
Built Environment and Design,2.83,14
Built Environment and Design,11.79,7
Built Environment and Design,11.01,22
Built Environment and Design,0.26,13
Built Environment and Design,3.6,84
Built Environment and Design,43.83,1
Built Environment and Design,109.99,1
Built Environment and Design,32.13,1
Built Environment and Design,15.29,13
Built Environment and Design,0.84,76
Built Environment and Design,1.61,13
Built Environment and Design,6.63,5
Built Environment and Design,6.32,16
Built Environment and Design,0.93,5
Built Environment and Design,6.47,27
Built Environment and Design,1.97,28
Built Environment and Design,5.28,6
Built Environment and Design,10.35,1
Built Environment and Design,6.1,11
Built Environment and Design,22.37,2
Built Environment and Design,2.61,24
Built Environment and Design,4.04,9
Built Environment and Design,4.41,18
Built Environment and Design,15.83,3
Built Environment and Design,12.8,4
Built Environment and Design,0.65,23
Built Environment and Design,4.85,5
Built Environment and Design,12.51,5
Built Environment and Design,3.65,8
Built Environment and Design,1.23,15
Built Environment and Design,3.39,14
Built Environment and Design,4.93,27
Built Environment and Design,5.05,53
Built Environment and Design,9.99,3
Built Environment and Design,1.69,20
Built Environment and Design,8.76,3
Built Environment and Design,17.03,6
Built Environment and Design,8.72,20
Built Environment and Design,13.41,11
Built Environment and Design,1.05,17
Built Environment and Design,11.26,3
Built Environment and Design,1.75,20
Built Environment and Design,4.76,4
Built Environment and Design,9.66,5
Built Environment and Design,17.53,4
Built Environment and Design,15.72,7
Built Environment and Design,11.74,7
Built Environment and Design,25.78,3
Built Environment and Design,1.29,7
Built Environment and Design,8.83,8
Built Environment and Design,8.89,3
Built Environment and Design,2.69,17
Built Environment and Design,20.65,4
Built Environment and Design,8.09,1
Built Environment and Design,66.99,1
Built Environment and Design,3.96,10
Built Environment and Design,17.83,17
Built Environment and Design,2.76,6
Built Environment and Design,0.32,28
Built Environment and Design,9.61,10
Built Environment and Design,14.13,4
Built Environment and Design,34.77,1
Built Environment and Design,27.92,3
Built Environment and Design,4.08,5
Built Environment and Design,5.02,4
Built Environment and Design,2.26,13
Built Environment and Design,49.2,1
Built Environment and Design,8.8,3
Built Environment and Design,11.4,6
Built Environment and Design,24.75,1
Built Environment and Design,22.57,4
Built Environment and Design,13.93,3
Built Environment and Design,3.11,10
Built Environment and Design,9.17,12
Built Environment and Design,7.76,2
Built Environment and Design,12.61,3
Built Environment and Design,4.55,6
Built Environment and Design,60.74,1
Built Environment and Design,13.04,2
Built Environment and Design,22.13,2
Built Environment and Design,23.5,1
Built Environment and Design,2.86,17
Built Environment and Design,5.08,6
Built Environment and Design,32.15,1
Built Environment and Design,9.43,6
Built Environment and Design,14.7,3
Built Environment and Design,4.25,20
Built Environment and Design,6.12,21
Built Environment and Design,10.79,9
Built Environment and Design,6.51,18
Built Environment and Design,33.5,1
Built Environment and Design,4.2,7
Built Environment and Design,15.93,2
Built Environment and Design,40.84,1
Built Environment and Design,48.19,1
Built Environment and Design,24.62,5
Built Environment and Design,22.15,5
Built Environment and Design,8.26,25
Built Environment and Design,15.64,3
Built Environment and Design,8.22,15
Built Environment and Design,17.0,2
Built Environment and Design,49.55,2
Built Environment and Design,27.06,1
Built Environment and Design,11.18,4
Built Environment and Design,13.28,1
Built Environment and Design,6.26,2
Built Environment and Design,60.68,1
Built Environment and Design,2.95,18
Built Environment and Design,20.7,9
Built Environment and Design,3.66,7
Built Environment and Design,14.04,5
Built Environment and Design,27.85,5
Built Environment and Design,24.51,7
Built Environment and Design,14.48,14
Built Environment and Design,13.82,5
Built Environment and Design,10.04,2
Built Environment and Design,7.2,1
Built Environment and Design,15.13,2
Built Environment and Design,5.47,4
Built Environment and Design,43.06,1
Built Environment and Design,20.47,9
Built Environment and Design,18.6,1
Built Environment and Design,37.74,1
Built Environment and Design,8.42,12
Built Environment and Design,2.72,6
Built Environment and Design,25.69,1
Built Environment and Design,9.52,4
Built Environment and Design,19.45,4
Built Environment and Design,58.04,1
Built Environment and Design,18.05,4
Built Environment and Design,61.45,1
Built Environment and Design,9.37,7
Built Environment and Design,14.56,1
Built Environment and Design,53.88,2
Built Environment and Design,24.14,2
Built Environment and Design,16.86,2
Built Environment and Design,13.91,3
Built Environment and Design,12.53,2
Built Environment and Design,25.45,1
Built Environment and Design,3.82,10
Built Environment and Design,2.33,6
Built Environment and Design,16.62,4
Built Environment and Design,37.44,1
Built Environment and Design,21.41,1
Built Environment and Design,17.56,3
Built Environment and Design,12.44,3
Built Environment and Design,13.77,12
Built Environment and Design,12.01,8
Built Environment and Design,11.27,4
Built Environment and Design,24.78,2
Built Environment and Design,6.71,7
Built Environment and Design,23.65,2
Built Environment and Design,5.77,3
Built Environment and Design,11.92,3
Built Environment and Design,13.13,15
Built Environment and Design,4.57,3
Built Environment and Design,5.68,11
Built Environment and Design,3.0,3
Built Environment and Design,22.98,6
Built Environment and Design,3.05,3
Built Environment and Design,7.43,1
Built Environment and Design,7.78,5
Built Environment and Design,10.46,11
Built Environment and Design,46.98,1
Built Environment and Design,6.11,3
